day,clue,answer,length,date
3,"Preceder of the Three Kingdoms, in Chinese history",HANDYNASTY,10,2019-06-13
3,Superbright,NEON,4,2019-06-13
3,*Plumber/carpenter types,HANDYMEN,8,2019-06-13
3,"Rehab woes, for short",DTS,3,2019-06-13
3,Westinghouse rival,EDISON,6,2019-06-13
3,Concern for shipping and software companies,PIRACY,6,2019-06-13
3,Big hit,SMASH,5,2019-06-13
3,Round windows,OCULI,5,2019-06-13
3,Advantage ... or what the answer to each starred clue has?,UPPERHAND,9,2019-06-13
3,Country that lost a quarter of its territory in 2011,SUDAN,5,2019-06-13
3,Parker who was the first president of Facebook,SEAN,4,2019-06-13
3,*Submitted,HANDEDIN,8,2019-06-13
3,"""Quién ___?"" (""Who knows?"": Sp.)",SABE,4,2019-06-13
3,Con,ANTI,4,2019-06-13
3,"Close to 10, say",SEXY,4,2019-06-13
3,Title also held by many a co. president,CEO,3,2019-06-13
3,Commotion,ADO,3,2019-06-13
3,"One whose guiding philosophy is ""What does it matter?""",NIHILIST,8,2019-06-13
3,Input in a desalination plant,SEAWATER,8,2019-06-13
3,Gryffindor who founded Gryffindor House at Hogwarts,GODRIC,6,2019-06-13
3,Concern for a plumber or government official,LEAK,4,2019-06-13
3,Big carrier to Tokyo,ANA,3,2019-06-13
3,"""Dumb, dumb, dumb!""",DOH,3,2019-06-13
3,"""Mamma Mia!"" group",ABBA,4,2019-06-13
3,Soccer star Messi,LIONEL,6,2019-06-13
3,"""The Jungle Book"" protagonist",MOWGLI,6,2019-06-13
3,"Michael ___, onetime Republican Party chairman",STEELE,6,2019-06-13
3,Snake that's good with numbers?,ADDER,5,2019-06-13
3,Jules or Juliette,NOM,3,2019-06-13
3,Cause for damage control,BADPR,5,2019-06-13
3,Singers do it,SEW,3,2019-06-13
3,Line of symmetry,AXIS,4,2019-06-13
3,"Hoover, e.g., for short",VAC,3,2019-06-13
3,Shortly,INABIT,6,2019-06-13
3,Give a catlike warning,HISSAT,6,2019-06-13
3,Those niñas,ESAS,4,2019-06-13
3,Name on a Cognac bottle,REMY,4,2019-06-13
3,Good name for a beachcomber?,SANDY,5,2019-06-13
3,Goes poof!,VANISHES,8,2019-06-13
3,Stereotypical wear for an accountant,EYESHADE,8,2019-06-13
3,"""Git!""",SHOO,4,2019-06-13
3,Ending with kick or smart,ASS,3,2019-06-13
3,Stopover,INN,3,2019-06-13
3,"Big shots at a hospital, informally?",HYPOS,5,2019-06-13
3,Kind of brief in court,AMICUS,6,2019-06-13
3,"Pablo ___, Nobel-winning poet",NERUDA,6,2019-06-13
3,Where crime evidence is analyzed,DNALAB,6,2019-06-13
3,Dweller on the Arabian Peninsula,YEMENI,6,2019-06-13
3,___ es Salaam,DAR,3,2019-06-13
3,Art house theater,CINE,4,2019-06-13
3,Set-to,SPAT,4,2019-06-13
3,Women's World Cup powerhouse,USA,3,2019-06-13
3,Slammer,PEN,3,2019-06-13
3,Shoot down,NIX,3,2019-06-13
3,Letters after Chuck Schumer or Kirsten Gillibrand,DNY,3,2019-06-13
4,Cry on the battlefield,CHARGE,6,2019-06-14
4,"""Mine!""",IGOTDIBS,8,2019-06-14
4,"Reading Fightin Phils, e.g.",AATEAM,6,2019-06-14
4,"""Just curious""",NOREASON,8,2019-06-14
4,"Expecting, slangily",PREGGO,6,2019-06-14
4,"""Cue the violins!"" elicitor",SOBSTORY,8,2019-06-14
4,Loafs,IDLES,5,2019-06-14
4,Children's Dr.?,SEUSS,5,2019-06-14
4,"One on foot, informally",PED,3,2019-06-14
4,Made a web site?,SPUN,4,2019-06-14
4,1/746 horsepower,WATT,4,2019-06-14
4,Pouty face,MOUE,4,2019-06-14
4,"""It's no use""",CANTWIN,7,2019-06-14
4,"Celebrity mug shot, typically",BADPR,5,2019-06-14
4,The key to making a quick exit?,ESC,3,2019-06-14
4,Veteran,OLDTIMER,8,2019-06-14
4,Actors' unions?,SHAMMARRIAGES,13,2019-06-14
4,Famous sights at San Francisco's Pier 39,SEALIONS,8,2019-06-14
4,Chap,GUY,3,2019-06-14
4,Einstein,BRAIN,5,2019-06-14
4,Simply taboo,NOTDONE,7,2019-06-14
4,Only N.F.L. franchise to win championships representing three different cities,RAMS,4,2019-06-14
4,"Villain in ""Wonder Woman""",ARES,4,2019-06-14
4,Diminishes,EBBS,4,2019-06-14
4,Occasion for a party,EVE,3,2019-06-14
4,Schooled on the field,OWNED,5,2019-06-14
4,Sweeping,BROAD,5,2019-06-14
4,[If you catch my drift ...],WINKWINK,8,2019-06-14
4,Like Antarctica,REMOTE,6,2019-06-14
4,One on a registrar's list,ENROLLEE,8,2019-06-14
4,"Pro QB Manning, by birth",ELISHA,6,2019-06-14
4,Really hot,DEADSEXY,8,2019-06-14
4,Get down,MASTER,6,2019-06-14
4,"""Savvy?""",CAPISCE,7,2019-06-14
4,"Definite no, informally",HARDPASS,8,2019-06-14
4,"Put away a sandwich, perhaps",ATELUNCH,8,2019-06-14
4,Royal stand-in,REGENT,6,2019-06-14
4,Has a hard time swallowing,GAGS,4,2019-06-14
4,Alternative genre,EMO,3,2019-06-14
4,Implant,INSET,5,2019-06-14
4,"Die, as a light",GOOUT,5,2019-06-14
4,Round figures,ORBS,4,2019-06-14
4,"Julia Roberts's role in the ""Ocean's"" series",TESS,4,2019-06-14
4,Informal object,DAT,3,2019-06-14
4,Pill bug or wood louse,ISOPOD,6,2019-06-14
4,Buoyed,BOREUP,6,2019-06-14
4,Action film director Zack,SNYDER,6,2019-06-14
4,Toga go-with,SANDAL,6,2019-06-14
4,Mrs. Flintstone,WILMA,5,2019-06-14
4,"Tequila cocktail, in slang",MARG,4,2019-06-14
4,"Group who Mao Zedong famously said ""hold up half the sky""",WOMEN,5,2019-06-14
4,"World's longest wooden roller coaster, with ""The""",BEAST,5,2019-06-14
4,Prefix with -logy,TRI,3,2019-06-14
4,Worked (out),IRONED,6,2019-06-14
4,Mythological judge of the dead in the underworld,MINOS,5,2019-06-14
4,Clearance caveat,ASIS,4,2019-06-14
4,"""I"" lift?",EGOBOOST,8,2019-06-14
4,Catch some rays,SUNBATHE,8,2019-06-14
4,Reply often made with a sigh,YESDEAR,7,2019-06-14
4,Steeped,BREWED,6,2019-06-14
4,Gorge,RAVINE,6,2019-06-14
4,"Supreme god of the universe, in ancient Egypt",AMENRA,6,2019-06-14
4,It's only skin-deep,DERMIS,6,2019-06-14
4,Add-on,ANNEX,5,2019-06-14
4,"Change, as a lock",REKEY,5,2019-06-14
4,Hooters,OWLS,4,2019-06-14
4,Craftiness,WILE,4,2019-06-14
4,Banjoist Fleck,BELA,4,2019-06-14
4,"Clobbered, in brief",KOD,3,2019-06-14
4,___ sleep,REM,3,2019-06-14
5,"""A pity""",ALAS,4,2019-06-15
5,Holier-than-thou,SMUG,4,2019-06-15
5,Possible poker payments,CHITS,5,2019-06-15
5,"Lead role in ""Rent""",MIMI,4,2019-06-15
5,"Boxed up, say",TOGO,4,2019-06-15
5,California's Santa ___ Range,LUCIA,5,2019-06-15
5,"""Rocky IV"" rival who makes a reappearance in ""Creed II""",IVANDRAGO,9,2019-06-15
5,Crack,ADEPT,5,2019-06-15
5,"Like the love story in 2013's ""Blue Is the Warmest Color""",LESBIAN,7,2019-06-15
5,What might precede a bite,GRR,3,2019-06-15
5,School 43-Across,PTA,3,2019-06-15
5,Home of the Basilica di San Francesco,ASSISI,6,2019-06-15
5,Astronomical rarity,BLUEMOON,8,2019-06-15
5,"Digital native, often",TEEN,4,2019-06-15
5,Time-consuming environmental procedures,GREENTAPE,9,2019-06-15
5,"Something rain might change, in brief",ETD,3,2019-06-15
5,Squeezes (into),SHOEHORNS,9,2019-06-15
5,Sweet treat since 1924,BITOHONEY,9,2019-06-15
5,"Called to see, in a way",FACETIMED,9,2019-06-15
5,Set (on),SIC,3,2019-06-15
5,Whittlers' tools,PENKNIVES,9,2019-06-15
5,One of 309 in the National Mall,ACRE,4,2019-06-15
5,Tissue affliction common during the Civil War,GANGRENE,8,2019-06-15
5,Reflect,MIRROR,6,2019-06-15
5,World of Warcraft creature,ORC,3,2019-06-15
5,"23-Across, for one: Abbr.",ORG,3,2019-06-15
5,Mood influencer,HORMONE,7,2019-06-15
5,Program on a Billy Blanks DVD,TAEBO,5,2019-06-15
5,Protest item that leaves a powdery mess,FLOURBOMB,9,2019-06-15
5,In a pickle or in a jam,IDIOM,5,2019-06-15
5,Brewery fixture,OAST,4,2019-06-15
5,Substance made from seaweed,AGAR,4,2019-06-15
5,Is disposed (to),TENDS,5,2019-06-15
5,Rocker David Lee ___,ROTH,4,2019-06-15
5,City near Tesla Gigafactory 1,RENO,4,2019-06-15
5,Question following a holdup,AMILATE,7,2019-06-15
5,What a band plays at a concert,LIVESET,7,2019-06-15
5,Stocked up,AMASSED,7,2019-06-15
5,"Penalty box, in hockey lingo",SINBIN,6,2019-06-15
5,Hair care item,STRAIGHTENER,12,2019-06-15
5,"Say ""Not this again!,"" say",MOAN,4,2019-06-15
5,Boot brand since the 1970s,UGG,3,2019-06-15
5,Voice-activated smart speaker introduced in 2016,GOOGLEHOME,10,2019-06-15
5,Wine-colored,CLARETRED,9,2019-06-15
5,Agcy. that oversees Ginnie Mae,HUD,3,2019-06-15
5,Fruity summer treats,ICEPOPS,7,2019-06-15
5,"Creep, perhaps",TIPTOE,6,2019-06-15
5,"Great red dragon, in Revelation",SATAN,5,2019-06-15
5,"Burn, in slang",DIS,3,2019-06-15
5,Go on disparagingly,RUNONESMOUTH,12,2019-06-15
5,Home sweet home?,BEEHIVE,7,2019-06-15
5,"Word in the translation of ""e pluribus unum""",MANY,4,2019-06-15
5,Backing,ROOTINGFOR,10,2019-06-15
5,Quarantine locales,SICKROOMS,9,2019-06-15
5,[Just like that!],BANG,4,2019-06-15
5,Corral,FENCEIN,7,2019-06-15
5,Skinflint,SCROOGE,7,2019-06-15
5,Grueling kind of race,IRONMAN,7,2019-06-15
5,"Brain-wave-amplifying device in ""X-Men""",CEREBRO,7,2019-06-15
5,It's one thing after another,PARADE,6,2019-06-15
5,Martial arts hold that forces submission,ARMBAR,6,2019-06-15
5,"""Understood""",GOTIT,5,2019-06-15
5,Like some verbs: Abbr.,IRR,3,2019-06-15
5,Website need,HOST,4,2019-06-15
5,"Figure, briefly",BOD,3,2019-06-15
5,Mostly monosyllabic language,LAO,3,2019-06-15
6,It was first officially designated in a 1966 Lyndon Johnson proclamation,FATHERSDAY,10,2019-06-16
6,Holders of tiny mirrors,COMPACTS,8,2019-06-16
6,Apple Store purchase,IPHONECASE,10,2019-06-16
6,"What studies show that men do more than women, conversationally",INTERRUPT,9,2019-06-16
6,It might require a quick check,SPEEDCHESS,10,2019-06-16
6,Star treatment,VENERATION,10,2019-06-16
6,Male swan,COB,3,2019-06-16
6,"Static, as an exercise",ISOMETRIC,9,2019-06-16
6,Access with a password,LOGONTO,7,2019-06-16
6,"""Lord, show me ___""",ASIGN,5,2019-06-16
6,World's largest cosmetics company,LOREAL,6,2019-06-16
6,Post office?,NEWSROOM,8,2019-06-16
6,Oscar winner Jared,LETO,4,2019-06-16
6,Kitchen cabinet,PANTRY,6,2019-06-16
6,Major academic achievements,PHDS,4,2019-06-16
6,"""Yeah, whatever""",SURE,4,2019-06-16
6,Having locks,TRESSED,7,2019-06-16
6,Cocktail of tequila and grapefruit soda,PALOMA,6,2019-06-16
6,Load,TON,3,2019-06-16
6,Specious arguer,SOPHIST,7,2019-06-16
6,Risk taker,DARER,5,2019-06-16
6,One taking the bait,FISH,4,2019-06-16
6,Like Earth's orbit,ELLIPTIC,8,2019-06-16
6,"2019, zodiacally",YEAROFTHEPIG,12,2019-06-16
6,Mine entrance,ADIT,4,2019-06-16
6,"Calle ___, landmark street in Miami's Little Havana",OCHO,4,2019-06-16
6,Arcade game based on a film of the same name,TRON,4,2019-06-16
6,"""You listening?""",HEARME,6,2019-06-16
6,N.Y.U.'s ___ School of the Arts,TISCH,5,2019-06-16
6,Got by,SUBSISTED,9,2019-06-16
6,Traces left by burning candles,DRIPS,5,2019-06-16
6,Complete fool,ASSHAT,6,2019-06-16
6,Call of the wild,ROAR,4,2019-06-16
6,Catch a break?,SURF,4,2019-06-16
6,Promote,TOUT,4,2019-06-16
6,Deli machine,CHEESESLICER,12,2019-06-16
6,Auditorium section beneath the balcony,PARTERRE,8,2019-06-16
6,Word before web or chocolate,DARK,4,2019-06-16
6,Bundle,SHEAF,5,2019-06-16
6,"Heather has two, in a children's book title",MOMMIES,7,2019-06-16
6,Onetime U.S. soccer prodigy Freddy,ADU,3,2019-06-16
6,Dates not found on the calendar,TRYSTS,6,2019-06-16
6,Hot sauce,TABASCO,7,2019-06-16
6,Bank takeback,REPO,4,2019-06-16
6,Great work,OPUS,4,2019-06-16
6,Without profit,ATCOST,6,2019-06-16
6,Kid around,JOSH,4,2019-06-16
6,Owing,INTHERED,8,2019-06-16
6,Greek goddess of the moon,SELENE,6,2019-06-16
6,"Police, slangily",FIVEO,5,2019-06-16
6,Negatively charged,ANIONIC,7,2019-06-16
6,Oppositely,VICEVERSA,9,2019-06-16
6,Internet ___,ERA,3,2019-06-16
6,Weapon with a distinctive hum,LIGHTSABER,10,2019-06-16
6,Classic play with a Delphic oracle,OEDIPUSREX,10,2019-06-16
6,It's seen near Pennsylvania Avenue,SHORTLINE,9,2019-06-16
6,Bright shade of red,FIREENGINE,10,2019-06-16
6,Casino attraction,THESLOTS,8,2019-06-16
6,Buzzer beater?,FLYSWATTER,10,2019-06-16
6,Kind of conservative,FISCAL,6,2019-06-16
6,Put side by side,APPOSE,6,2019-06-16
6,Something to champ at,THEBIT,6,2019-06-16
6,It makes the earth turn,HOE,3,2019-06-16
6,Finish with,ENDIN,5,2019-06-16
6,Parts of a college app,RECS,4,2019-06-16
6,"Thomas Aquinas and others, philosophically",SCHOLASTICS,11,2019-06-16
6,Inferior deities,DAEMONS,7,2019-06-16
6,Put forward,ASSERTED,8,2019-06-16
6,"Number one on Rolling Stone's ""100 Greatest Pop Songs"" list",YESTERDAY,9,2019-06-16
6,Polite,CIVIL,5,2019-06-16
6,"What ""accommodate"" is often inaccurately spelled with",ONEC,4,2019-06-16
6,___ Dew (stylized brand name),MTN,3,2019-06-16
6,Stripped,PEELEDOFF,9,2019-06-16
6,Sinclair Lewis novel for which he received (but declined) the Pulitzer Prize,ARROWSMITH,10,2019-06-16
6,Parts of bluffs,CRAGS,5,2019-06-16
6,Coaches,TUTORS,6,2019-06-16
6,Nascar mishap,SPINOUT,7,2019-06-16
6,"""My Neighbor ___,"" acclaimed animated film from Hayao Miyazaki",TOTORO,6,2019-06-16
6,"The ""Tullius"" of Marcus Tullius Cicero",NOMEN,5,2019-06-16
6,Sci-fi weapon,RAY,3,2019-06-16
6,Tied the knot,GOTHITCHED,10,2019-06-16
6,Org. for the Vegas Golden Knights,NHL,3,2019-06-16
6,Sauce traditionally prepared in a mortar,PESTO,5,2019-06-16
6,Repeats mindlessly,PARROTS,7,2019-06-16
6,Embarrassing sound when bending over,RIP,3,2019-06-16
6,Fruits baked in wine,PEARS,5,2019-06-16
6,"Tapped, as a cigarette",ASHED,5,2019-06-16
6,Delta Air Lines hub,SEATAC,6,2019-06-16
6,Getting up there,OLDISH,6,2019-06-16
6,Puckered fabric,PLISSE,6,2019-06-16
6,Many a local volunteer,RETIREE,7,2019-06-16
6,Ticker symbol?,HEARTEMOJI,10,2019-06-16
6,Meanspirited person,CHURL,5,2019-06-16
6,Best,ONEUP,5,2019-06-16
6,A ___ (based on logic),PRIORI,6,2019-06-16
6,Sinful,IMPURE,6,2019-06-16
6,Brave deeds celebrated in verse,GESTES,6,2019-06-16
6,They're found among the reeds,OBOISTS,7,2019-06-16
6,Attacks vigorously,HASAT,5,2019-06-16
6,Goldman ___,SACHS,5,2019-06-16
6,An Emmy is awarded for the best one,DRAMASERIES,11,2019-06-16
6,Many action movie villains,TERRORISTS,10,2019-06-16
6,White coat,FROST,5,2019-06-16
6,Face-to-face interaction?,SKYPECALL,9,2019-06-16
6,Recite from memory,RATTLEOFF,9,2019-06-16
6,Cable inits. for cinephiles,TMC,3,2019-06-16
6,"Muslim niqab, e.g.",FACEVEIL,8,2019-06-16
6,Standard Windows typeface,ARIAL,5,2019-06-16
6,"Co-owner of Paddy's Pub on ""It's Always Sunny in Philadelphia""",DENNIS,6,2019-06-16
6,Not loose,UPTIGHT,7,2019-06-16
6,Afrique du ___,SUD,3,2019-06-16
6,Desiccated,BONEDRY,7,2019-06-16
6,"""Pick me! Pick me!""",OHOHOH,6,2019-06-16
6,Agcy. created after the Manhattan Project,AEC,3,2019-06-16
6,No longer interested,OVERIT,6,2019-06-16
6,Placid,SERENE,6,2019-06-16
6,Scam artist,HOAXER,6,2019-06-16
6,Between: Fr.,ENTRE,5,2019-06-16
6,Begets,SIRES,5,2019-06-16
6,"The birds and the bees, e.g.",FAUNA,5,2019-06-16
6,Clothes dryer attachment,VENT,4,2019-06-16
6,Gush,SPEW,4,2019-06-16
6,Part of a Twitter page,BIO,3,2019-06-16
6,Private instructor: Abbr.,SGT,3,2019-06-16
